      nSoil_Types           37543                
         ID    CLAY[%]    SAND[%]    Bd_mu[gcm-3]    nSamples
      30152         38         35             1.5         513
      30153         38         35             1.6          66
      30154         38         35             1.7          12
      30155         38         36             0.6           1
      30156         38         36             0.7         143
      30157         38         36             0.8         831
      30158         38         36             0.9        1540
      30159         38         36               1        1268
      30160         38         36             1.1         679
      30161         38         36             1.2         759
      30162         38         36             1.3         531
      30163         38         36             1.4         367
      30164         38         36             1.5         496
      30165         38         36             1.6          66
      30166         38         36             1.7          12
      30167         38         37             0.6           1
      30168         38         37             0.7         168
      30169         38         37             0.8         760
      30170         38         37             0.9        1398
      30171         38         37               1        1097
      30172         38         37             1.1         629
      30173         38         37             1.2         765
      30174         38         37             1.3         472
      30175         38         37             1.4         439
      30176         38         37             1.5         492
      30177         38         37             1.6          60
      30178         38         37             1.7           9
      30179         38         38             0.7         161
      30180         38         38             0.8         750
      30181         38         38             0.9        1286
      30182         38         38               1        1035
      30183         38         38             1.1         583
      30184         38         38             1.2         704
      30185         38         38             1.3         418
      30186         38         38             1.4         507
      30187         38         38             1.5         521
      30188         38         38             1.6          91
      30189         38         38             1.7           9
      30190         38         38             1.8           1
      30191         38         39             0.7         148
      30192         38         39             0.8         648
      30193         38         39             0.9        1108
      30194         38         39               1         865
      30195         38         39             1.1         526
      30196         38         39             1.2         616
      30197         38         39             1.3         478
      30198         38         39             1.4         506
      30199         38         39             1.5         511
      30200         38         39             1.6          83
      30201         38         39             1.7          14
      30202         38         40             0.6           5
      30203         38         40             0.7         157
      30204         38         40             0.8         637
      30205         38         40             0.9         938
      30206         38         40               1         683
      30207         38         40             1.1         451
      30208         38         40             1.2         607
      30209         38         40             1.3         435
      30210         38         40             1.4         511
      30211         38         40             1.5         534
      30212         38         40             1.6          97
      30213         38         40             1.7          24
      30214         38         41             0.6           1
      30215         38         41             0.7         138
      30216         38         41             0.8         608
      30217         38         41             0.9         907
      30218         38         41               1         630
      30219         38         41             1.1         424
      30220         38         41             1.2         500
      30221         38         41             1.3         371
      30222         38         41             1.4         575
      30223         38         41             1.5         540
      30224         38         41             1.6         138
      30225         38         41             1.7          44
      30226         38         41             1.8           1
      30227         38         42             0.6           2
      30228         38         42             0.7         135
      30229         38         42             0.8         593
      30230         38         42             0.9         743
      30231         38         42               1         502
      30232         38         42             1.1         410
      30233         38         42             1.2         408
      30234         38         42             1.3         338
      30235         38         42             1.4         484
      30236         38         42             1.5         606
      30237         38         42             1.6         167
      30238         38         42             1.7          74
      30239         38         43             0.7         152
      30240         38         43             0.8         633
      30241         38         43             0.9         780
      30242         38         43               1         462
      30243         38         43             1.1         276
      30244         38         43             1.2         343
      30245         38         43             1.3         277
      30246         38         43             1.4         451
      30247         38         43             1.5         647
      30248         38         43             1.6         269
      30249         38         43             1.7          60
      30250         38         44             0.6           3
      30251         38         44             0.7         125
      30252         38         44             0.8         531
      30253         38         44             0.9         649
      30254         38         44               1         422
      30255         38         44             1.1         217
      30256         38         44             1.2         305
      30257         38         44             1.3         193
      30258         38         44             1.4         366
      30259         38         44             1.5         656
      30260         38         44             1.6         309
      30261         38         44             1.7          44
      30262         38         44             1.8           1
      30263         38         45             0.6           3
      30264         38         45             0.7         139
      30265         38         45             0.8         452
      30266         38         45             0.9         586
      30267         38         45               1         331
      30268         38         45             1.1         154
      30269         38         45             1.2         245
      30270         38         45             1.3         155
      30271         38         45             1.4         336
      30272         38         45             1.5         618
      30273         38         45             1.6         344
      30274         38         45             1.7          39
      30275         38         45             1.8           1
      30276         38         46             0.7          92
      30277         38         46             0.8         432
      30278         38         46             0.9         492
      30279         38         46               1         288
      30280         38         46             1.1         136
      30281         38         46             1.2         167
      30282         38         46             1.3         144
      30283         38         46             1.4         271
      30284         38         46             1.5         549
      30285         38         46             1.6         339
      30286         38         46             1.7          44
      30287         38         46             1.8           1
      30288         38         47             0.6           1
      30289         38         47             0.7          39
      30290         38         47             0.8         338
      30291         38         47             0.9         435
      30292         38         47               1         274
      30293         38         47             1.1         137
      30294         38         47             1.2         138
      30295         38         47             1.3         113
      30296         38         47             1.4         202
      30297         38         47             1.5         416
      30298         38         47             1.6         318
      30299         38         47             1.7          43
      30300         38         48             0.6           1
      30301         38         48             0.7          41
      30302         38         48             0.8         219
      30303         38         48             0.9         406
      30304         38         48               1         244
      30305         38         48             1.1          94
      30306         38         48             1.2          98
      30307         38         48             1.3          87
      30308         38         48             1.4         169
      30309         38         48             1.5         318
      30310         38         48             1.6         249
      30311         38         48             1.7          27
      30312         38         48             1.8           1
      30313         38         49             0.6           1
      30314         38         49             0.7          45
      30315         38         49             0.8         210
      30316         38         49             0.9         349
      30317         38         49               1         232
      30318         38         49             1.1          73
      30319         38         49             1.2          91
      30320         38         49             1.3          60
      30321         38         49             1.4          97
      30322         38         49             1.5         277
      30323         38         49             1.6         228
      30324         38         49             1.7          32
      30325         38         50             0.6           1
      30326         38         50             0.7          33
      30327         38         50             0.8         200
      30328         38         50             0.9         282
      30329         38         50               1         192
      30330         38         50             1.1          56
      30331         38         50             1.2          81
      30332         38         50             1.3          68
      30333         38         50             1.4          79
      30334         38         50             1.5         181
      30335         38         50             1.6         170
      30336         38         50             1.7          17
      30337         38         51             0.7          15
      30338         38         51             0.8         165
      30339         38         51             0.9         251
      30340         38         51               1         113
      30341         38         51             1.1          52
      30342         38         51             1.2          54
      30343         38         51             1.3          50
      30344         38         51             1.4          47
      30345         38         51             1.5         117
      30346         38         51             1.6         133
      30347         38         51             1.7          22
      30348         38         52             0.7          12
      30349         38         52             0.8         117
      30350         38         52             0.9         212
      30351         38         52               1         115
      30352         38         52             1.1          43
      30353         38         52             1.2          41
      30354         38         52             1.3          33
      30355         38         52             1.4          44
      30356         38         52             1.5         102
      30357         38         52             1.6         112
      30358         38         52             1.7          26
      30359         38         53             0.7          13
      30360         38         53             0.8         116
      30361         38         53             0.9         222
      30362         38         53               1         107
      30363         38         53             1.1          25
      30364         38         53             1.2          33
      30365         38         53             1.3          15
      30366         38         53             1.4          33
      30367         38         53             1.5          73
      30368         38         53             1.6          93
      30369         38         53             1.7          22
      30370         38         54             0.7          11
      30371         38         54             0.8         113
      30372         38         54             0.9         180
      30373         38         54               1          87
      30374         38         54             1.1          31
      30375         38         54             1.2          24
      30376         38         54             1.3          18
      30377         38         54             1.4          26
      30378         38         54             1.5          65
      30379         38         54             1.6          63
      30380         38         54             1.7          19
      30381         38         55             0.6           2
      30382         38         55             0.7           9
      30383         38         55             0.8          80
      30384         38         55             0.9         151
      30385         38         55               1          58
      30386         38         55             1.1          23
      30387         38         55             1.2          16
      30388         38         55             1.3          13
      30389         38         55             1.4          10
      30390         38         55             1.5          46
      30391         38         55             1.6          46
      30392         38         55             1.7          13
      30393         38         55             1.8           1
      30394         38         56             0.7          12
      30395         38         56             0.8          58
      30396         38         56             0.9          97
      30397         38         56               1          52
      30398         38         56             1.1          10
      30399         38         56             1.2           7
      30400         38         56             1.3          13
      30401         38         56             1.4          12
      30402         38         56             1.5          33
      30403         38         56             1.6          39
      30404         38         56             1.7           3
      30405         38         56             1.8           1
      30406         38         57             0.7           8
      30407         38         57             0.8          42
      30408         38         57             0.9          70
      30409         38         57               1          29
      30410         38         57             1.1           6
      30411         38         57             1.2           7
      30412         38         57             1.3          15
      30413         38         57             1.4           4
      30414         38         57             1.5          28
      30415         38         57             1.6          43
      30416         38         57             1.7          14
      30417         38         58             0.6           1
      30418         38         58             0.7          10
      30419         38         58             0.8          40
      30420         38         58             0.9          38
      30421         38         58               1          15
      30422         38         58             1.1           2
      30423         38         58             1.2           6
      30424         38         58             1.3           7
      30425         38         58             1.4           9
      30426         38         58             1.5          19
      30427         38         58             1.6          31
      30428         38         58             1.7           3
      30429         38         59             0.7           4
      30430         38         59             0.8          26
      30431         38         59             0.9          52
      30432         38         59               1          16
      30433         38         59             1.1           4
      30434         38         59             1.2           7
      30435         38         59             1.3           5
      30436         38         59             1.4           4
      30437         38         59             1.5           3
      30438         38         59             1.6          34
      30439         38         59             1.7           2
      30440         38         60             0.7           5
      30441         38         60             0.8          19
      30442         38         60             0.9          44
      30443         38         60               1          15
      30444         38         60             1.1           5
      30445         38         60             1.2           4
      30446         38         60             1.3           4
      30447         38         60             1.4           1
      30448         38         60             1.5          11
      30449         38         60             1.6           9
      30450         38         60             1.7           1
      30451         38         61             0.7           3
      30452         38         61             0.8          12
      30453         38         61             0.9          35
      30454         38         61               1           6
      30455         38         61             1.1           1
      30456         38         61             1.2           5
      30457         38         61             1.3           5
      30458         38         61             1.4           1
      30459         38         61             1.5           4
      30460         38         61             1.6          19
      30461         38         61             1.7           2
      30462         38         62             0.7           1
      30463         38         62             0.8           6
      30464         38         62             0.9          18
      30465         38         62               1          11
      30466         38         62             1.1           2
      30467         38         62             1.2           3
      30468         38         62             1.3           6
      30469         38         62             1.4           1
      30470         38         62             1.5           3
      30471         38         62             1.6          15
      30472         38         62             1.7           3
      30473         38         63             0.7           4
      30474         38         63             0.8           6
      30475         38         63             0.9          15
      30476         38         63               1           3
      30477         38         63             1.1           3
      30478         38         63             1.2           4
      30479         38         63             1.3           4
      30480         38         63             1.5           7
      30481         38         63             1.6           8
      30482         38         63             1.7           2
      30483         38         64             0.7           2
      30484         38         64             0.8           5
      30485         38         64             0.9          14
      30486         38         64               1           1
      30487         38         64             1.2           5
      30488         38         64             1.3           3
      30489         38         64             1.5           2
      30490         38         64             1.6           5
      30491         38         64             1.7           2
      30492         38         65             0.7           6
      30493         38         65             0.8           7
      30494         38         65             0.9           9
      30495         38         65               1           5
      30496         38         65             1.1           3
      30497         38         65             1.2           2
      30498         38         65             1.3           1
      30499         38         65             1.5           1
      30500         38         65             1.6           6
      30501         38         66             0.7           6
      30502         38         66             0.8           6
      30503         38         66             0.9          11
      30504         38         66               1           3
      30505         38         66             1.1           1
      30506         38         66             1.2           2
      30507         38         66             1.3           1
      30508         38         66             1.6          10
      30509         38         67             0.7           5
      30510         38         67             0.8           5
      30511         38         67             0.9          12
      30512         38         67               1           3
      30513         38         67             1.2           2
      30514         38         67             1.3           3
      30515         38         67             1.5           1
      30516         38         67             1.6           1
      30517         38         68             0.7           3
      30518         38         68             0.8           8
      30519         38         68             0.9          10
      30520         38         68               1           2
      30521         38         68             1.1           1
      30522         38         68             1.2           2
      30523         38         68             1.3           2
      30524         38         69             0.7           7
      30525         38         69             0.8          13
      30526         38         69             0.9           8
      30527         38         69               1           2
      30528         38         69             1.3           1
      30529         38         70             0.7           4
      30530         38         70             0.8           4
      30531         38         70             0.9           4
      30532         38         70             1.1           1
      30533         38         70             1.3           2
      30534         38         71             0.7          11
      30535         38         71             0.8           4
      30536         38         71             0.9           2
      30537         38         71               1           3
      30538         38         71             1.1           1
      30539         38         71             1.2           3
      30540         38         72             0.6           1
      30541         38         72             0.7           8
      30542         38         72             0.9           2
      30543         38         72               1          11
      30544         38         72             1.1           1
      30545         38         72             1.4           1
      30546         38         73             0.7           6
      30547         38         73               1           1
      30548         38         74             0.7           1
      30549         38         74             0.9           1
      30550         38         75             1.2           1
      30551         38         76             0.9           1
      30552         38         81             1.2           1
      30553         39          6             1.4           1
      30554         39          6             1.7           1
      30555         39          8             0.8           1
      30556         39         10             0.9           2
      30557         39         11             0.8           1
      30558         39         11             0.9           1
      30559         39         12             0.6           1
      30560         39         12             0.7           3
      30561         39         12             0.8           7
      30562         39         12             0.9           3
      30563         39         13             0.7          12
      30564         39         13             0.8          26
      30565         39         13             0.9          12
      30566         39         13             1.1           1
      30567         39         13             1.3           1
      30568         39         14             0.7          24
      30569         39         14             0.8          94
      30570         39         14             0.9          16
      30571         39         14               1           9
      30572         39         14             1.1           5
      30573         39         14             1.2           3
      30574         39         14             1.3           2
      30575         39         14             1.4           2
      30576         39         14             1.5           3
      30577         39         15             0.7          49
      30578         39         15             0.8         136
      30579         39         15             0.9          66
      30580         39         15               1          18
      30581         39         15             1.1          13
      30582         39         15             1.2           7
      30583         39         15             1.3           5
      30584         39         15             1.4           3
      30585         39         15             1.5           3
      30586         39         15             1.6           4
      30587         39         16             0.7          80
      30588         39         16             0.8         277
      30589         39         16             0.9         135
      30590         39         16               1          70
      30591         39         16             1.1          24
      30592         39         16             1.2          12
      30593         39         16             1.3           5
      30594         39         16             1.4           2
      30595         39         16             1.5           3
      30596         39         16             1.6           2
      30597         39         16             1.7           1
      30598         39         17             0.7         132
      30599         39         17             0.8         395
      30600         39         17             0.9         224
      30601         39         17               1         134
      30602         39         17             1.1          94
      30603         39         17             1.2          18
      30604         39         17             1.3           7
      30605         39         17             1.4           2
      30606         39         17             1.5           3
      30607         39         17             1.6           3
      30608         39         18             0.6           1
      30609         39         18             0.7         183
      30610         39         18             0.8         619
      30611         39         18             0.9         353
      30612         39         18               1         263
      30613         39         18             1.1         196
      30614         39         18             1.2          64
      30615         39         18             1.3          24
      30616         39         18             1.4           1
      30617         39         18             1.5           4
      30618         39         19             0.6           2
      30619         39         19             0.7         205
      30620         39         19             0.8         781
      30621         39         19             0.9         484
      30622         39         19               1         399
      30623         39         19             1.1         257
      30624         39         19             1.2          83
      30625         39         19             1.3          23
      30626         39         19             1.4           7
      30627         39         19             1.5           2
      30628         39         19             1.6           1
      30629         39         20             0.7         224
      30630         39         20             0.8         910
      30631         39         20             0.9         749
      30632         39         20               1         621
      30633         39         20             1.1         383
      30634         39         20             1.2         139
      30635         39         20             1.3          37
      30636         39         20             1.4           5
      30637         39         20             1.5           5
      30638         39         20             1.6           3
      30639         39         20             1.7           1
      30640         39         21             0.6           1
      30641         39         21             0.7         278
      30642         39         21             0.8        1173
      30643         39         21             0.9         841
      30644         39         21               1         821
      30645         39         21             1.1         482
      30646         39         21             1.2         197
      30647         39         21             1.3          57
      30648         39         21             1.4          13
      30649         39         21             1.5          15
      30650         39         21             1.6           3
      30651         39         21             1.7           1
      30652         39         22             0.7         333
      30653         39         22             0.8        1271
      30654         39         22             0.9        1108
      30655         39         22               1         932
      30656         39         22             1.1         596
      30657         39         22             1.2         261
      30658         39         22             1.3         102
      30659         39         22             1.4          15
      30660         39         22             1.5          27
      30661         39         22             1.6           5
      30662         39         22             1.7           1
      30663         39         23             0.7         343
      30664         39         23             0.8        1449
      30665         39         23             0.9        1242
      30666         39         23               1         938
      30667         39         23             1.1         647
      30668         39         23             1.2         294
      30669         39         23             1.3         107
      30670         39         23             1.4          26
      30671         39         23             1.5          41
      30672         39         23             1.6          13
      30673         39         23             1.7           1
      30674         39         24             0.7         337
      30675         39         24             0.8        1466
      30676         39         24             0.9        1345
      30677         39         24               1         991
      30678         39         24             1.1         707
      30679         39         24             1.2         347
      30680         39         24             1.3         120
      30681         39         24             1.4          33
      30682         39         24             1.5         108
      30683         39         24             1.6          17
      30684         39         24             1.7           1
      30685         39         25             0.6           2
      30686         39         25             0.7         298
      30687         39         25             0.8        1496
      30688         39         25             0.9        1567
      30689         39         25               1        1189
      30690         39         25             1.1         704
      30691         39         25             1.2         383
      30692         39         25             1.3         139
      30693         39         25             1.4          45
      30694         39         25             1.5         166
      30695         39         25             1.6          33
      30696         39         25             1.7           3
      30697         39         26             0.6           1
      30698         39         26             0.7         301
      30699         39         26             0.8        1441
      30700         39         26             0.9        1670
      30701         39         26               1        1208
      30702         39         26             1.1         691
      30703         39         26             1.2         358
      30704         39         26             1.3         150
      30705         39         26             1.4          42
      30706         39         26             1.5         232
      30707         39         26             1.6          55
      30708         39         26             1.7           3
      30709         39         27             0.6           2
      30710         39         27             0.7         300
      30711         39         27             0.8        1491
      30712         39         27             0.9        1709
      30713         39         27               1        1177
      30714         39         27             1.1         637
      30715         39         27             1.2         367
      30716         39         27             1.3         185
      30717         39         27             1.4          50
      30718         39         27             1.5         325
      30719         39         27             1.6          87
      30720         39         27             1.7           9
      30721         39         27             1.8           1
      30722         39         28             0.6           3
      30723         39         28             0.7         264
      30724         39         28             0.8        1515
      30725         39         28             0.9        1887
      30726         39         28               1        1252
      30727         39         28             1.1         617
      30728         39         28             1.2         323
      30729         39         28             1.3         184
      30730         39         28             1.4          79
      30731         39         28             1.5         420
      30732         39         28             1.6         112
      30733         39         28             1.7           5
      30734         39         29             0.6           2
      30735         39         29             0.7         241
      30736         39         29             0.8        1577
      30737         39         29             0.9        2132
      30738         39         29               1        1326
      30739         39         29             1.1         601
      30740         39         29             1.2         342
      30741         39         29             1.3         196
      30742         39         29             1.4          80
      30743         39         29             1.5         407
      30744         39         29             1.6         110
      30745         39         29             1.7           6
      30746         39         29             1.8           1
      30747         39         30             0.6           4
      30748         39         30             0.7         183
      30749         39         30             0.8        1436
      30750         39         30             0.9        2259
      30751         39         30               1        1271
      30752         39         30             1.1         613
      30753         39         30             1.2         316
      30754         39         30             1.3         169
      30755         39         30             1.4         103
      30756         39         30             1.5         422
      30757         39         30             1.6          99
      30758         39         30             1.7           7
      30759         39         31             0.6           6
      30760         39         31             0.7         172
      30761         39         31             0.8        1401
      30762         39         31             0.9        2291
      30763         39         31               1        1257
      30764         39         31             1.1         539
      30765         39         31             1.2         374
      30766         39         31             1.3         217
      30767         39         31             1.4         106
      30768         39         31             1.5         392
      30769         39         31             1.6          79
      30770         39         31             1.7           3
      30771         39         32             0.6           3
      30772         39         32             0.7         142
      30773         39         32             0.8        1231
      30774         39         32             0.9        2136
      30775         39         32               1        1312
      30776         39         32             1.1         570
      30777         39         32             1.2         404
      30778         39         32             1.3         200
      30779         39         32             1.4         122
      30780         39         32             1.5         471
      30781         39         32             1.6          81
      30782         39         32             1.7           7
      30783         39         32             1.8           1
      30784         39         33             0.6           2
      30785         39         33             0.7         122
      30786         39         33             0.8        1049
      30787         39         33             0.9        1869
      30788         39         33               1        1296
      30789         39         33             1.1         583
      30790         39         33             1.2         429
      30791         39         33             1.3         248
      30792         39         33             1.4         146
      30793         39         33             1.5         486
      30794         39         33             1.6          83
      30795         39         33             1.7           3
      30796         39         34             0.6           3
      30797         39         34             0.7         104
      30798         39         34             0.8         943
      30799         39         34             0.9        1674
      30800         39         34               1        1112
      30801         39         34             1.1         579
      30802         39         34             1.2         502
      30803         39         34             1.3         296
      30804         39         34             1.4         165
      30805         39         34             1.5         443
      30806         39         34             1.6          62
      30807         39         34             1.7           9
      30808         39         35             0.6           2
      30809         39         35             0.7          95
      30810         39         35             0.8         839
      30811         39         35             0.9        1367
      30812         39         35               1         963
      30813         39         35             1.1         549
      30814         39         35             1.2         539
      30815         39         35             1.3         385
      30816         39         35             1.4         237
      30817         39         35             1.5         414
      30818         39         35             1.6          52
      30819         39         35             1.7           3
      30820         39         36             0.6           1
      30821         39         36             0.7         120
      30822         39         36             0.8         753
      30823         39         36             0.9        1241
      30824         39         36               1         895
      30825         39         36             1.1         535
      30826         39         36             1.2         578
      30827         39         36             1.3         323
      30828         39         36             1.4         270
      30829         39         36             1.5         370
      30830         39         36             1.6          36
      30831         39         36             1.7           5
      30832         39         37             0.7         114
      30833         39         37             0.8         681
      30834         39         37             0.9        1079
      30835         39         37               1         867
      30836         39         37             1.1         498
      30837         39         37             1.2         546
      30838         39         37             1.3         359
      30839         39         37             1.4         339
      30840         39         37             1.5         410
      30841         39         37             1.6          67
      30842         39         37             1.7           5
      30843         39         38             0.7         115
      30844         39         38             0.8         575
      30845         39         38             0.9         911
      30846         39         38               1         711
      30847         39         38             1.1         441
      30848         39         38             1.2         542
      30849         39         38             1.3         368
      30850         39         38             1.4         365
      30851         39         38             1.5         404
      30852         39         38             1.6          48
      30853         39         38             1.7           8
      30854         39         39             0.6           3
      30855         39         39             0.7          84
      30856         39         39             0.8         573
      30857         39         39             0.9         770
      30858         39         39               1         615
      30859         39         39             1.1         338
      30860         39         39             1.2         473
      30861         39         39             1.3         338
      30862         39         39             1.4         397
      30863         39         39             1.5         397
      30864         39         39             1.6          57
      30865         39         39             1.7          12
      30866         39         39             1.8           1
      30867         39         40             0.6           1
      30868         39         40             0.7          91
      30869         39         40             0.8         492
      30870         39         40             0.9         707
      30871         39         40               1         484
      30872         39         40             1.1         354
      30873         39         40             1.2         396
      30874         39         40             1.3         319
      30875         39         40             1.4         408
      30876         39         40             1.5         375
      30877         39         40             1.6          81
